-0.4491  	-0.0502  	-0.5397  	-1.3635  	-0.4099  	-1.3097  	-0.3223  	0.01881  	0.11979  	0.17482  	0.29902  	0.01030  	0.10591  	-0.0106  	-1.0409  	0.99835  	-0.0680  	-0.3646  	0.21975  	0.15076  	-0.0237  	0.60660  	-0.3175  	0.18369  	0.43540  	-0.0462  	0.33564  	-0.2476  	0.10518  	0.27575  	-0.0474  	0.05853  	0.08932  	-0.0282  	0.28680  	-0.0718  	0.21762  	-0.1935  	-0.3341  	0.30292  	0.00209  	0.15592  	-0.1506  	0.31069  	0.09692  	-0.0528  	-0.0200  	0.05677  	0.05095  	-0.1281  	-0.0618  	-0.0560  	-0.0319  	-0.0003  	-0.0424  	0.01219  	0.00098  	-0.0149  	0.00529  	-0.0033  	0.01002  	0.01075  	0.01646  	-0.0003  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.6704  	-0.1268  	-0.6347  	-1.5388  	-0.4779  	-1.3949  	-0.3494  	-0.0066  	0.06430  	0.16962  	0.30381  	0.06822  	0.04803  	-0.2582  	-1.1244  	0.85385  	-0.0424  	-0.3868  	0.23226  	0.13469  	-0.0569  	0.60240  	-0.2014  	0.14346  	0.38329  	-0.0430  	0.35799  	-0.1846  	0.17389  	0.28609  	-0.0446  	0.05840  	0.06345  	-0.0280  	0.17819  	-0.0620  	0.14210  	-0.2174  	-0.3005  	0.34916  	-0.0329  	0.17285  	-0.1821  	0.31645  	0.11662  	-0.0616  	-0.0201  	0.04136  	0.04583  	-0.1232  	-0.0592  	-0.0533  	-0.0312  	0.00179  	-0.0450  	-0.0024  	0.00650  	-0.0158  	0.00414  	0.00446  	0.00372  	0.01509  	0.01489  	-0.0006  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.4842  	-0.0298  	-0.5583  	-1.3927  	-0.4259  	-1.2381  	-0.3333  	-0.0078  	0.06196  	0.06628  	0.13700  	0.08215  	0.10499  	-0.1192  	-0.8894  	0.85453  	-0.0094  	-0.3621  	0.21317  	0.16062  	-0.0996  	0.63174  	-0.1642  	0.09510  	0.48511  	-0.0491  	0.34472  	-0.0836  	0.23917  	0.34495  	-0.0320  	0.03446  	0.05340  	-0.0285  	0.16387  	-0.0355  	0.15028  	-0.2309  	-0.3232  	0.32630  	-0.0046  	0.14671  	-0.1482  	0.32107  	0.10948  	-0.0615  	-0.0208  	0.04608  	0.04442  	-0.1298  	-0.0634  	-0.0550  	-0.0381  	0.00026  	-0.0563  	0.01072  	0.00882  	-0.0185  	0.00077  	0.00055  	0.00553  	0.01341  	0.00645  	-0.0084  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.3900  	0.02253  	-0.5118  	-1.2497  	-0.3227  	-1.1783  	-0.3358  	0.00855  	0.07627  	0.09100  	0.01037  	0.14555  	0.11429  	-0.1093  	-0.8427  	0.95401  	-0.0462  	-0.3288  	0.23836  	0.15552  	-0.1779  	0.63522  	-0.2048  	0.01888  	0.48094  	-0.0328  	0.24266  	7.05606  	0.32116  	0.33156  	-0.0335  	0.03826  	0.05317  	-0.0100  	0.13702  	-0.0633  	0.09046  	-0.2196  	-0.2907  	0.31924  	0.03740  	0.11055  	-0.1270  	0.32862  	0.09160  	-0.0692  	-0.0154  	0.05284  	0.05952  	-0.1290  	-0.0479  	-0.0605  	-0.0282  	-0.0204  	-0.0438  	0.01085  	0.01668  	-0.0158  	0.00414  	-0.0053  	0.00372  	0.01814  	0.01813  	0.00790  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.4111  	0.00349  	-0.5203  	-1.2786  	-0.2736  	-1.2019  	-0.3047  	-0.0125  	0.08772  	0.12635  	0.04314  	0.13159  	0.07105  	-0.0854  	-0.9481  	0.98718  	-0.0615  	-0.3414  	0.26759  	0.16756  	-0.2046  	0.60772  	-0.2749  	0.03095  	0.53225  	-0.0528  	0.28868  	-0.0156  	0.32095  	0.33758  	-0.0683  	0.04961  	0.05649  	-0.0078  	0.18855  	-0.0044  	0.11229  	-0.2180  	-0.2823  	0.33598  	0.02565  	0.14493  	-0.1304  	0.32332  	0.11101  	-0.0646  	-0.0127  	0.04959  	0.05824  	-0.1242  	-0.0509  	-0.0587  	-0.0324  	-0.0124  	-0.0407  	0.00492  	0.01398  	-0.0094  	0.00674  	-0.0036  	0.00440  	0.01365  	0.01884  	0.00240  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.6465  	-0.1126  	-0.6730  	-1.3424  	-0.3221  	-1.3253  	-0.2957  	-0.0400  	0.05684  	0.19144  	0.24940  	0.07574  	0.06292  	-0.2160  	-1.0125  	0.89680  	-0.0740  	-0.3500  	0.20526  	0.22344  	-0.1766  	0.61063  	-0.3155  	0.08307  	0.51440  	-0.0662  	0.30077  	-0.0162  	0.28609  	0.34718  	-0.0419  	0.04159  	0.06643  	-0.0055  	0.18924  	0.00514  	0.09438  	-0.2368  	-0.2955  	0.33232  	-0.0336  	0.16937  	-0.1628  	0.31242  	0.11701  	-0.0602  	-0.0294  	0.03913  	0.05145  	-0.1354  	-0.0495  	-0.0560  	-0.0378  	-0.0055  	-0.0447  	-0.0011  	0.01476  	-0.0021  	-0.0052  	-0.0038  	-0.0022  	0.00501  	0.02297  	0.01050  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.6888  	-0.1089  	-0.6922  	-1.3769  	-0.3520  	-1.3454  	-0.3169  	0.00140  	0.05794  	0.13381  	0.29185  	0.10563  	0.04632  	-0.2020  	-1.0193  	0.85207  	-0.0446  	-0.3721  	0.19495  	0.19087  	-0.1360  	0.62187  	-0.2724  	0.10582  	0.48508  	-0.0628  	0.36888  	-0.0565  	0.22223  	0.33425  	-0.0551  	0.04075  	0.05393  	-0.0141  	0.22545  	0.01659  	0.12443  	-0.2402  	-0.3001  	0.30928  	-0.0490  	0.18542  	-0.1908  	0.29297  	0.11741  	-0.0595  	-0.0211  	0.03377  	0.04786  	-0.1220  	-0.0519  	-0.0591  	-0.0345  	-0.0002  	-0.0472  	0.00764  	0.01496  	-0.0070  	0.00312  	0.00173  	0.00025  	0.00948  	0.01597  	0.00150  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.5077  	-0.0489  	-0.6644  	-1.1865  	-0.2721  	-1.2736  	-0.3337  	0.08587  	0.05666  	0.03152  	0.26959  	0.22254  	0.07654  	-0.1416  	-0.8445  	0.90994  	-0.0773  	-0.3596  	0.20633  	0.21535  	-0.0608  	0.56642  	-0.2883  	0.10932  	0.42094  	-0.0696  	0.34716  	-0.0733  	0.22889  	0.33512  	-0.0513  	0.04039  	0.05608  	-0.0122  	0.27469  	-0.0139  	0.11228  	-0.2262  	-0.3066  	0.32843  	-0.0595  	0.16213  	-0.1939  	0.30509  	0.11695  	-0.0641  	-0.0212  	0.02319  	0.04444  	-0.1367  	-0.0475  	-0.0602  	-0.0389  	-0.0054  	-0.0550  	0.00560  	0.01832  	-0.0085  	-0.0004  	0.00232  	0.00027  	0.00157  	0.01923  	-0.0042  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.3237  	-0.0409  	-0.5268  	-0.9835  	-0.1396  	-1.1186  	-0.3203  	0.07400  	0.10178  	0.01787  	-0.0126  	0.29681  	0.14381  	0.03606  	-0.6708  	1.00705  	-0.0769  	-0.3318  	0.18249  	0.18493  	-0.1258  	0.55351  	-0.3118  	0.10836  	0.38848  	-0.0467  	0.28970  	0.05050  	0.24259  	0.32730  	-0.0537  	0.07207  	0.10232  	-0.0239  	0.23941  	-0.0706  	0.06414  	-0.2327  	-0.2955  	0.31772  	-0.0244  	0.17577  	-0.1706  	0.30042  	0.11498  	-0.0615  	-0.0129  	0.05969  	0.06017  	-0.1396  	-0.0611  	-0.0575  	-0.0444  	-0.0152  	-0.0458  	0.00794  	0.01081  	-0.0154  	-0.0020  	-0.0117  	0.00405  	0.01248  	0.02259  	0.00399  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.2292  	0.05529  	-0.4733  	-0.8249  	-0.0857  	-0.9575  	-0.3043  	0.09920  	0.09731  	-0.0211  	-0.2293  	0.20686  	0.20403  	0.13789  	-0.4644  	0.95526  	-0.0704  	-0.4087  	0.20436  	0.16270  	-0.1875  	0.69001  	-0.3536  	0.14406  	0.45645  	-0.0530  	0.36775  	-0.0411  	0.25239  	0.35693  	-0.0617  	0.08935  	0.08753  	-0.0116  	0.26588  	-0.0461  	0.06504  	-0.2139  	-0.2924  	0.30863  	-0.0087  	0.14107  	-0.1598  	0.33188  	0.09673  	-0.0741  	-0.0272  	0.07118  	0.06929  	-0.1476  	-0.0608  	-0.0463  	-0.0263  	-0.0142  	-0.0573  	0.00263  	0.00240  	-0.0057  	0.00708  	-0.0061  	0.00426  	0.01544  	0.02379  	0.00392  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
-0.0896  	0.08003  	-0.4088  	-0.7831  	-0.1458  	-0.8410  	-0.3007  	0.15249  	0.14054  	-0.0639  	-0.2420  	0.11710  	0.22809  	0.20387  	-0.3142  	0.93860  	-0.0071  	-0.4413  	0.16975  	0.11409  	-0.0445  	0.69346  	-0.2569  	0.10240  	0.49208  	-0.0864  	0.46092  	-0.1799  	0.22874  	0.37584  	-0.0769  	0.08103  	0.10014  	-0.0032  	0.32645  	-0.0958  	0.15506  	-0.2064  	-0.2974  	0.31162  	-0.0472  	0.15320  	-0.1651  	0.31266  	0.09469  	-0.0572  	-0.0271  	0.07784  	0.06819  	-0.1420  	-0.0615  	-0.0576  	-0.0303  	-0.0103  	-0.0519  	0.02723  	0.00474  	-0.0161  	0.00858  	-0.0021  	0.00252  	0.02453  	0.01251  	0.00375  	0.04193  	-0.1151  	-0.0086  	0.01314  	-0.0068  	0.13933  	
